review,recomendado,votos_uteis
TOP DE LINHA,True,0
"melhor jog alem de ser muito leve rodando ate numa batata e otimo ainda tendo varias pessoas que ainda joga
",True,0
Simplesmente CS,True,0
"o jogo tem um problema chato que não é tão simples de corrigir, error 126 correspondente a arquivos ausentes ou corrompidos",False,0
Esse jogo é uma desgraça infestado cheaters,False,0
"As vezes jogo igual profissional matando mais de 25 e as vezes parece que acabei de instalar o jogo e só consigo 3~4 kills, jogo perfeito 10/10",True,0
i need smoke fundo,True,0
ótimo,True,0
RUIM,True,1
Só inicio,True,0
xik,True,0
goood,True,0
"BOM
",True,0
"jogo top D+, muito facil passar horas jogando",True,0
bom,True,0
muito bom,True,0
Padrão.,True,0
jogo peaka,True,0
muiito  bom,True,0
jogo horroroso <3,True,1
bom jogo,True,0
muito bom,True,0
"Nem um pouco estressante, e nenhum hack, bom jogo!!",True,0
otimo jogo,True,0
😪,True,0
mmuito bom,True,0
Amor e ódio esse jogo,True,0
"isso não e um jogo grátis, cada partida rouba um pedaço da sua sanidade ate não sobrar mais nada a não ser arrependimentos. melhor jogo do mundo",True,0
"JOGO CAPAZ DE TE DEIXAR LOUCO, NÃO RECOMENDO NEM PRO MEU PIOR INIMIGO",True,0
yes,True,0
jogo muito bom,True,0
comunidade muito toxica com iniciantes,False,0
online jogo fps bom as vezes ruim todas as outras,False,0
bom dms,True,0
mt bom,True,0
"jogo incrivel quase quebrei tres  teclados para tentar jogar recomendo de mais
",True,0
"Top, mas tem muito hack.",True,0
recomendo jogar 2x ou 3 na semana pega as caixa da valve e ir joga faceit ou gc MARCHA E BOA!!!,True,0
bichovis,True,0
"Depois de um tempo, você começa a repensar sobre sua vida, hoje abro este game simplesmente para preencher o profundo vazio da alma, nada mias que o puro vício.",True,0
Achei muito dhora a mecanica do CS.,True,0
wow,True,0
jogo legal mas nao otimisado para pc sem placa de video mas compensa baixa 10/10,True,0
top,True,0
Não me pegou. O 1.6 continua sendo muito superior em termos de diversão pura. Essa nova mecânica de competitivo no CS2 tirou o brilho das partidas e deixou o jogo chato. Uma pena o rumo que a franquia tomou.,False,0
.,True,0
Muito bom :),True,0
top,True,0
"estraga sua vida, faz passar raiva e fumar 1 maço de cigarro por dia. alem dos xiters q a cada 10, 3 sao limpos no game. enfim, jogo bom!!!",True,0
todo jogo tem um troll que fica entrando na frente e vc toma ban por conta do fdp tomei ban de 2 mês boludo fdp,False,0
Sim,True,0
chave,True,0
"incrível só falta um ante-xite pq se a pessoa é ruim te ximgam, e se é boa te chamam de xitado",True,0
Otimo jogo,True,0
é bom até,True,0
TIRO NA BEÇA,True,0
"legal
",True,0
"Tirando os xitados o jogo é muito legal, bastante resenha com os manitos kkkkk...",True,0
mt foda alek vamo dança,True,1
very good,True,0
"Very good game, it only has some flaws in the trust factor and the anti-cheat system.",True,0
Revivendo momentos,True,1
jogo de merda cheio de hacker e meu tambem meu irmao e viciado nessa merda,False,0
sim ;),True,0
"Perdi minha namorada, minha vida, oportunidades de emprego, vida social, para jogar com velhos rabugentos, crianças chatas e adolescentes com hack. Hoje em dia minha família acha que eu sou retardado por causa desse jogo

muito bom 10/10
",True,0
"clean
",True,0
jogo muito bom,True,0
"Lembranças felizes, exemplo, 1.6   -   parte ruim,  muitos cheaters",True,0
top,True,1
.,True,0
O melhor jogo de FPS,True,1
a,True,0
massa demais slk,True,0
top,True,0
jogo muito bom,True,0
jogando como nunca perdendo como sempre,True,1
MELHOR FPS QUE JA EXISTIU,True,0
"jogo muito bom , mas sinto sdds do cs go raiz",True,0
"Jogo bom, apesar de ser ruim ainda estou aprendendo",True,0
"bom jogo
",True,0
bom jogo podia ser melhor,True,2
top fps,True,0
"Jogo é bom, apanho mais q tambor de macumba mas o jogo é bom.",True,0
muito bom,True,0
Melhor jogo.,True,0
Pior que crack,True,0
"sim, e não!!!",True,0
bom,True,0
simplesmente o melhor,True,0
Excelente jogo! Nada a reclamar!,True,1
Sim,True,0
jogo bom,True,0
sim,True,0
muito bom,True,1
UMA DECEPÇÃO MUITO BOA  ..,True,0
Bom fps,True,1
Nice Game!,True,0
SEMPRE MUITOS NOSTALGICO JOGAR ME LEMBRO DOS TEMPOS DE LAN HOUSE,True,0
"malucoojogoebomdms,ounicoproblemaqueeletemeoscheatsquesãoumacoisanojenta,soquequemjogousabeoquantoelesatrapalham,nãosonapartidaesimnavontadedejogarogame,complicadoessejogo",True,0
Bem legal.,True,0
"Esse jogo é pior que LOL....
10/10",True,0
é o cs ne,True,0
"Xingaram 3 gerações da minha familia em menos de 1 minuto, bom jogo",True,0
"e bom, so isso mesmo",True,0
não recomendo este jogo,True,0
"jogo é uma merda, jogo pessimo com muito cheater!!! não joguem!!!!!!!!!!!",False,0
Jogar significa ter muitos problemas mentais,False,0
daora,True,0
top,True,1
jogo bom,True,0
muito bom otimo fps,True,0
bom,True,0
CS MT F0DAAAAAAAA,True,0
LEGAL,True,1
"LEGAL
",True,0
"Simulador de árabe bem divertido pra jogar com os amigos e zuar.
As vezes me sinto no Rio De Janeiro de tanto tiroteio que acontece nas partidas, mas os Fdp que fica de hack  merece ficar 10 dias no rj pra ver como é ser hack eles vs o Bope.",True,0
"Jogo esse game desde 2014, em 2026 está impossível de jogar, 4 últimos games tinha cheater no meu time e no time contra.

",False,1
ÓTIMO JOGO,True,1
topi,True,0
"bom demais
",True,0
essa porcaria vive dando b.o. pra entrar nas partidas,False,0
"CS é um dos melhores FPS, extremamente competitivo, ponto negativo são a quantidade de hackers.
",True,0
"Infelizmente o jogo esta completamento tomado por hackers. Você paga um prime de  75,00 reais para continuar na mesma situação",False,0
xiter até na casa da mãe deles.,False,0
"pensa num jogo bom... entao, nao é esse.",True,0
"dar tiro jogar bom
",True,0
"homens fortes e armados 
",True,0
legal dms,True,1
Legal,True,0
Não joguem,True,0
"JOGO SIMPLESMENTE ABANDONADO PELA VALVE!!! 
20 anos de experiência e não consigo ficar 1 mês sem ver o jogo sendo invadido por cheaters inúteis. Como é possível? Zero suporte, zero desenvolvimento.",False,0
top,True,0
"top
",True,0
"ótimo para se estressar e ao mesmo tempo esquecer da realidade, bom demais",True,1
     top,True,0
"É cs 
",True,0
ate agora nao achei um hacker,True,0
jogo tri demais,True,0
"joguin paia, mas é legal",True,0
sada,True,0
recomendo jogar de fone de ouvido mo legal ouvir os argentinos gemerem,True,0
topi,True,0
top,True,0
.,False,0
ok,True,0
Cadê a lei Felca sendo aplicada,True,0
Maneiro!,True,0
"MUITO BOM SO TEM MUITO HACK
",True,0
eh daora,True,0
ói,True,0
"foda
",True,0
"belo jogo anti estresse bem estressante

",True,0
Jogo muito bom,True,0
Crossfire é melhor,False,1
foda,True,0
"Excelente jogo, não tem nada melhor",True,0
top,True,1
bom de mais,True,0
"aprendi a colocar pressão nas pessoas, aprendi a lidar em situações desconfortáveis, aprendi a desenvolver estratégias e improvisar, se caso fosse preciso, melhorei minha coordenação motora fina, conheci pessoas incríveis, recomendo, mas tem que ter cabeça pra entrar nesse mundo maravilhoso chamado counter strike. Boa sorte, Boa vida, se cuide mais, se exercite e aprenda a ser uma pessoa melhor, você é especial irmão, o mundo precisa de pessoas que querem ser boas, assim como você quer um dia, não é? então aguente firme todos os seus problemas e siga em frente firme e forte, Deus é bom.",True,0
"topsss
",True,0
ok,True,1
dhr,True,0
Fps show,True,0
"legal
",True,0
muito bom,True,0
"Infelizmente jogo tá cheio de pessoas tóxicas. Sendo assim, recomendo para maiores de 18 anos.",True,0
muito massa,True,0
top,True,0
prefiro o cs:go,True,1
muito top,True,0
muito bom,True,0
top.,True,0
"Joguei 10 minutos e descobri que sou daltônico. Agora só vejo a cor branca, porque meus aliados decidiram que eu sou o alvo principal de todas as flashbangs do time.

Nota: 10/10. Minha retina nunca mais será a mesma.",True,0
JOGO MUIT0 BOM,True,0
jogo muito bom,True,0
"//
",True,0
NAMORAL Q JOGO BOSTA,False,0
melhor anticheat do mercado,True,0
Muito xiter.,False,0
"jogo lixo sem anticheat decente, só hack nessa merda de lixo de jogo",False,0
é,True,0
tem muitos jogadores xenofobicos melhor comunidade do mundo,True,0
Muito bom,True,0
"para que duolingo se tu pode aprender sendo xingado em portugues, ingles, espanhol, russo, turco e qualquer outra lingua existente",True,0
"Eu gosto disso, é muito adulto",True,1
